#{"t_start": 1525271944.5967844, "env_id": "RockSample"}
r,l,t
280.019195,1111,608.237046
31.975164,582,608.619702
286.491612,1068,609.276923
287.304385,1012,610.198417
286.079043,1048,610.840521
287.670473,1046,611.793405
289.754144,1018,612.421255
-24.242374,347,612.944025
283.735474,1075,613.600963
287.45712,1038,614.530637
287.880217,1047,615.175121
289.790325,1002,616.104468
287.986384,1028,616.725041
66.436208,580,617.084027
287.337948,1036,618.033394
286.546599,1020,618.663338
285.63307,1055,619.613301
286.074541,1048,620.266744
289.530188,1028,621.200941
-7.386187,403,621.449747
289.407525,1014,622.378026
289.894822,1011,623.000949
284.19778,1093,623.987115
286.772936,1045,624.635592
287.096046,1043,625.581491
287.833857,1019,626.202193
286.780391,1047,627.145722
113.041852,890,627.703506
289.891345,1004,628.63172
154.129549,897,629.178354
286.846418,1053,630.130401
292.153732,990,630.739411
291.23443,1006,631.348916
289.066741,1035,632.301476
287.04934,1038,632.932218
-56.71574,246,633.397346
288.546908,1044,634.038959
289.049359,1023,634.971547
-10.932317,406,635.226951
289.185208,1033,635.856852
289.492711,974,636.753865
289.462243,1014,637.37224
288.196839,1044,638.328297
32.024608,577,638.683906
289.800009,1020,639.608486
288.532702,1044,640.244754
142.135279,913,641.104471
290.952272,991,641.712303
-24.450036,335,641.917527
293.985199,1001,642.838501
292.715632,970,643.433221
291.43777,1000,644.364875
-13.491979,359,644.589213
288.696993,1079,645.246984
81.120655,676,645.970745
291.493546,971,646.563799
292.037707,1016,647.494926
285.407202,1088,648.164405
292.880851,1006,649.090167
-41.550001,269,649.259896
292.726365,987,649.864325
-41.57556,744,650.644516
289.037809,1059,651.29031
288.685484,1025,652.232274
287.831374,1079,652.897042
102.719493,771,653.683818
-49.726981,263,653.84672
61.942924,642,654.239364
291.49039,995,654.844682
288.904838,1050,655.797502
291.390264,1032,656.741708
289.273711,994,657.349208
289.35537,1047,658.309789
289.677167,1058,658.947527
291.310453,1001,659.876955
291.969941,1035,660.511711
292.868365,990,661.436794
292.825054,993,662.044867
293.357098,985,662.650008
293.782389,1004,663.583493
289.973331,1053,664.236355
49.591038,541,664.880766
294.993968,958,665.464603
292.238739,991,666.389642
292.15612,1015,667.005714
295.017236,944,667.906677
155.244259,864,668.441829
291.169979,994,669.369391
293.746689,990,669.973236
289.293966,1036,670.924283
288.037716,1043,671.566217
291.827777,975,672.478276
293.60093,957,673.060856
280.703018,1197,674.113567
289.647593,1017,674.738734
292.082347,1022,675.674901
292.626375,981,676.275465
290.78025,1009,677.20661
288.887608,1049,677.862065
290.946118,1034,678.818302
292.116167,983,679.428512
292.649409,1008,680.368984
295.209121,949,680.956934
293.446881,988,681.58719
292.615581,1015,682.549759
293.688457,957,683.144022
288.456859,1098,684.138953
34.88527,589,684.504998
296.183753,950,685.426362
117.778381,771,685.922527
292.041413,1023,686.87203
294.263031,1006,687.496539
297.812198,943,688.405764
292.777285,1028,689.040518
288.01575,1103,690.067466
291.841145,1012,690.690811
295.380428,975,691.60819
294.166032,974,692.208153
291.379837,1022,693.189338
145.141977,888,693.733378
291.960723,1028,694.37154
290.493634,1011,695.315742
294.047683,999,695.932808
176.192907,932,696.836612
292.069984,1020,697.462137
296.841922,976,698.375373
292.741233,1032,699.000532
289.382789,1067,699.972107
292.099604,1002,700.583333
295.30182,941,701.475879
293.537873,976,702.067069
